Provincia,Partido,Localidad,Link Indec,ADSL,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,Total general,ADSL_log
buenos aires,tres de febrero,remedios de escalada,6840010,2,3135,0,9161,101,0,0,0,12399,1.0986122886681098
buenos aires,tres de febrero,saenz peña,6840010,15,5684,0,947,66,1,0,1,6714,2.772588722239781
buenos aires,tres de febrero,santos lugares,6840010,27,6847,0,1387,105,0,0,1,8367,3.332204510175204
buenos aires,tres de febrero,villa bosch (est. juan maria bosch),6840010,8,7691,0,6491,105,0,0,0,14295,2.1972245773362196
buenos aires,tres de febrero,villa raffo,6840010,5,2072,0,737,29,0,0,0,2843,1.791759469228055
buenos aires,tres lomas,tres lomas,6847020,62,814,1,409,319,0,0,179,1784,4.143134726391533
buenos aires,vicente lópez,carapachay,6861010,24,4964,1,2959,35,0,0,0,7983,3.2188758248682006
buenos aires,vicente lópez,florida,6861010,58,12315,2,9823,108,0,0,2,22308,4.07753744390572
buenos aires,vicente lópez,florida oeste,6861010,35,5545,0,3622,51,1,0,245,9499,3.58351893845611
buenos aires,vicente lópez,la lucila,6861010,7,3522,1,2110,28,0,0,0,5668,2.0794415416798357
buenos aires,vicente lópez,munro,6861010,28,8576,8,7229,128,1,0,1,15971,3.367295829986474
buenos aires,vicente lópez,olivos,6861010,100,20116,4,15104,210,1,0,0,35535,4.61512051684126
buenos aires,vicente lópez,vicente lópez,6861010,17,8689,3,5111,66,0,0,1,13887,2.8903717578961645
buenos aires,vicente lópez,villa adelina,6861010,0,546,0,1346,10,0,0,0,1902,0.0
buenos aires,vicente lópez,villa martelli,6861010,50,5500,1,5701,46,0,0,375,11673,3.9318256327243257
buenos aires,villa gesell,villa gesell,6868020,4797,0,0,6790,14,0,0,0,11601,8.47595444339964
buenos aires,villarino,juan cousté  (est. algarrobo),6875040,0,0,1,0,0,0,0,82,83,0.0
buenos aires,villarino,mayor buratovich,6875050,0,0,0,630,0,0,0,0,630,0.0
buenos aires,villarino,médanos,6875060,461,551,1,0,0,0,0,103,1116,6.135564891081739
buenos aires,villarino,pedro luro,6875070,379,582,0,1666,1,0,0,550,3178,5.940171252720432
buenos aires,villarino,argerich,6875010,0,0,0,0,0,0,0,31,31,0.0
buenos aires,villarino,teniente origone,6875080,0,0,0,0,0,0,0,16,16,0.0
buenos aires,villarino,country los medanos,6875025,0,0,0,0,0,0,0,267,267,0.0
buenos aires,zárate,lima,6882040,1,0,0,1,0,0,0,903,905,0.6931471805599453
buenos aires,zárate,zárate,6882050,671,27148,0,1242,1219,5,0,1451,31736,6.51025834052315
buenos aires,zárate,escalada,6882030,0,0,0,0,0,0,0,75,75,0.0
buenos aires,amba,otros,Sin Datos,0,0,0,0,0,0,0,13,13,0.0
caba,ciudad autónoma de buenos aires,ciudad autónoma de buenos aires,2000010,70108,1177475,2050,203756,46762,67,0,4493,1504711,11.157806452798765
catamarca,ambato,el bolsón,10007030,0,0,0,0,0,1,0,0,1,0.0
catamarca,ambato,el rodeo,10007040,0,0,0,0,0,1,0,152,153,0.0
catamarca,ambato,la puerta,10007060,0,0,0,0,0,5,0,0,5,0.0
catamarca,ambato,las chacritas,10007070,0,0,0,0,0,1,0,0,1,0.0
catamarca,ambato,los varela,10007110,0,0,0,0,0,1,0,0,1,0.0
catamarca,ambato,los talas,10007100,0,0,0,0,0,0,0,66,66,0.0
catamarca,ancasti,ancasti,10014010,0,0,0,0,0,1,0,0,1,0.0
catamarca,andalgalá,andalgalá,10021020,633,0,0,144,1,2,0,203,983,6.452048954437226
catamarca,andalgalá,chaquiago,10021030,0,0,0,9,0,1,0,14,24,0.0
catamarca,andalgalá,el potrero,10021070,0,0,0,13,0,0,0,0,13,0.0
catamarca,andalgalá,aconquija,10021010,0,0,0,0,0,1,0,0,1,0.0
catamarca,andalgalá,el alamito,10021050,0,0,0,0,0,0,0,20,20,0.0
catamarca,andalgalá,la aguada,10021080,0,0,0,11,0,0,0,5,16,0.0
catamarca,andalgalá,la mesada,10021010,0,0,0,1,0,0,0,0,1,0.0
catamarca,antofagasta de la sierra,antofagasta de la sierra,10028010,0,0,0,0,0,4,0,0,4,0.0
catamarca,belén,belén,10035020,0,0,0,0,0,5,0,30,35,0.0
catamarca,belén,hualfín,10035070,0,0,0,0,0,1,0,0,1,0.0
catamarca,belén,londres,10035110,0,0,0,0,0,1,0,20,21,0.0
catamarca,belén,el durazno,10035050,0,0,0,0,0,1,0,0,1,0.0
catamarca,belén,las juntas,10035100,0,0,0,0,0,0,0,5,5,0.0
catamarca,capayán,capayán,10042030,0,0,0,0,0,1,0,0,1,0.0
catamarca,capayán,chumbicha,10042040,92,0,0,5,0,1,0,474,572,4.532599493153256
catamarca,capayán,colonia del valle,10042050,0,0,0,0,0,1,0,0,1,0.0
catamarca,capayán,colonia nueva coneta,10042060,0,0,0,10,0,1,0,9,20,0.0
catamarca,capayán,coneta,10042080,0,0,0,10,0,1,0,0,11,0.0
catamarca,capayán,huillapima,10042100,0,0,0,5,0,1,0,9,15,0.0
catamarca,capayán,miraflores,10042120,0,0,0,7,0,2,0,10,19,0.0
catamarca,capayán,san martín,10042130,0,0,0,0,0,7,0,0,7,0.0
catamarca,capayán,los angeles,10042110,0,0,0,0,0,0,0,5,5,0.0
catamarca,capital,el pantanillo,10049020,4,0,0,35,0,2,0,0,41,1.6094379124341003
catamarca,capital,san fernando del valle de catamarca,10049030,3265,10986,1,47463,0,1,0,14,61730,8.09132127353041
catamarca,el alto,el alto,10056010,0,0,0,0,0,1,0,28,29,0.0
catamarca,el alto,tapso,10056050,0,0,0,0,0,1,0,0,1,0.0
catamarca,la paz,icaño,10070070,0,0,0,0,0,1,0,0,1,0.0
catamarca,la paz,recreo,10070140,52,39,0,1879,0,1,0,5,1976,3.970291913552122
catamarca,la paz,san antonio,10070150,0,0,0,0,0,0,0,26,26,0.0
catamarca,la paz,quirós,10070120,0,0,0,0,0,0,0,27,27,0.0
catamarca,paclín,la merced,10077050,62,0,0,0,0,4,0,5,71,4.143134726391533
catamarca,paclín,la viña,10077060,0,0,0,0,0,0,0,10,10,0.0
catamarca,paclín,las lajas,10077070,0,0,0,0,0,1,0,0,1,0.0
catamarca,paclín,san antonio,10077100,0,0,0,0,0,1,0,7,8,0.0
catamarca,pomán,mutquin,10084060,0,0,0,0,0,1,0,0,1,0.0
catamarca,pomán,pomán,10084070,0,0,0,0,0,2,0,0,2,0.0
catamarca,pomán,san miguel,10084090,0,0,0,0,0,0,0,7,7,0.0
catamarca,pomán,saujil,10084100,0,0,0,0,0,1,0,169,170,0.0
catamarca,pomán,siján,10084110,0,0,0,0,0,1,0,0,1,0.0
catamarca,pomán,colpes,10084030,0,0,0,0,0,0,0,16,16,0.0
catamarca,santa maría,la loma,10091100,75,0,0,73,0,1,0,0,149,4.330733340286331
catamarca,santa maría,san josé,10091140,126,0,0,138,0,1,0,0,265,4.844187086458591
catamarca,santa maría,santa maría,10091150,925,0,0,823,0,1,0,5,1754,6.8308742346461795
catamarca,santa maría,chañar punco,10091030,34,0,0,137,0,0,0,0,171,3.5553480614894135
catamarca,santa maría,famatanca,10091070,45,0,0,0,0,0,0,0,45,3.828641396489095
catamarca,santa maría,las mojarras,10091110,47,0,0,107,0,0,0,0,154,3.871201010907891
catamarca,santa maría,loro huasi,10091120,107,0,0,95,0,0,0,0,202,4.68213122712422
catamarca,santa rosa,alijilán,10098010,0,0,0,0,0,2,0,0,2,0.0
catamarca,santa rosa,bañado de ovanta,10098020,0,0,0,0,0,1,0,0,1,0.0
catamarca,santa rosa,lavalle,10098040,0,0,0,0,0,1,0,0,1,0.0
catamarca,santa rosa,los altos,10098050,0,0,0,0,0,1,0,6,7,0.0
catamarca,tinogasta,fiambalá,10105110,0,0,0,8,0,2,0,7,17,0.0
catamarca,tinogasta,tinogasta,10105180,434,0,0,1828,0,2,0,0,2264,6.075346031088684
catamarca,valle viejo,el portezuelo,10112010,0,0,0,0,0,6,0,0,6,0.0
catamarca,valle viejo,san isidro,10112040,0,0,0,2610,0,0,0,5,2615,0.0
catamarca,valle viejo,santa rosa,10112030,0,0,0,759,0,0,0,5,764,0.0
catamarca,valle viejo,villa dolores,10112030,0,0,0,103,0,0,0,5,108,0.0
catamarca,valle viejo,sumalao,10112030,0,0,0,1,0,0,0,5,6,0.0
catamarca,valle viejo,polcos,10112030,0,0,0,213,0,0,0,0,213,0.0
catamarca,valle viejo,pozo del mistol,10112030,0,0,0,18,0,0,0,0,18,0.0
catamarca,valle viejo,el bañado,10112030,0,0,0,7,0,0,0,0,7,0.0
catamarca,fray mamerto esquiú,san antonio,10063050,0,0,0,4,0,0,0,0,4,0.0
catamarca,fray mamerto esquiú,villa las pirquitas,10063050,0,0,0,0,0,1,0,0,1,0.0
catamarca,fray mamerto esquiú,la carrera,10063050,0,0,0,0,0,1,0,0,1,0.0
catamarca,fray mamerto esquiú,el hueco,10063050,0,0,0,26,0,0,0,0,26,0.0
catamarca,fray mamerto esquiú,la falda de san antonio,10063050,0,0,0,0,0,0,0,5,5,0.0
catamarca,fray mamerto esquiú,la tercena,10063050,0,0,0,0,0,0,0,5,5,0.0
chaco,12 de octubre,gancedo,22036010,0,0,0,26,0,2,0,119,147,0.0
chaco,12 de octubre,general pinedo,22036030,119,0,0,632,0,2,0,1,754,4.787491742782046
chaco,12 de octubre,general capdevila,22036020,0,0,0,35,0,0,0,0,35,0.0
chaco,1º de mayo,colonia benítez,22126020,115,0,0,11,0,1,0,2,129,4.7535901911063645
chaco,1º de mayo,margarita belén,22126030,221,0,0,0,0,0,0,261,482,5.402677381872279
chaco,2 de abril,hermoso campo,22039010,0,28,0,244,0,1,0,0,273,0.0
chaco,2 de abril,itín,22039020,0,0,0,52,478,0,0,0,530,0.0
chaco,25 de mayo,colonia aborigen,22168010,0,0,0,0,0,0,0,59,59,0.0
chaco,25 de mayo,machagai,22168020,214,432,0,45,0,0,0,226,917,5.3706380281276624
chaco,9 de julio,las breñas,22105010,786,0,0,233,0,1,0,0,1020,6.668228248417403
chaco,almirante brown,concepción del bermejo,22007010,0,0,0,44,0,2,0,230,276,0.0
chaco,almirante brown,los frentones,22007020,0,0,0,344,0,1,0,0,345,0.0
chaco,almirante brown,pampa del infierno,22007030,0,0,0,1375,0,5,0,190,1570,0.0
chaco,almirante brown,taco pozo,22007050,0,0,0,416,0,3,0,0,419,0.0
chaco,bermejo,general vedia,22014010,98,0,0,30,0,1,0,155,284,4.59511985013459
chaco,bermejo,isla del cerrito,22014020,0,0,0,0,0,1,0,0,1,0.0
chaco,bermejo,la leonesa,22014030,379,0,0,0,0,0,0,228,607,5.940171252720432
chaco,bermejo,las palmas,22014040,0,0,0,46,0,1,0,296,343,0.0
chaco,bermejo,puerto bermejo nuevo,22014050,0,0,0,14,0,0,0,78,92,0.0
chaco,bermejo,puerto eva perón,22014070,0,0,0,15,0,1,0,41,57,0.0
chaco,chacabuco,charata,22028010,988,0,0,3765,0,2,0,230,4985,6.8966943316227125
chaco,comandante fernández,presidencia roque sáenz peña,22021010,1512,5,0,7851,24,2,0,116,9510,7.321849713788356
chaco,fray justo santa maría de oro,chorotis,22043010,0,0,0,0,25,0,0,0,25,0.0
chaco,fray justo santa maría de oro,otros,Sin Datos,0,0,0,0,60,0,0,0,60,0.0
chaco,fray justo santa maría de oro,santa sylvina,22043020,0,32,0,0,950,1,0,0,983,0.0
chaco,general belgrano,corzuela,22049010,76,0,0,183,0,1,0,28,288,4.343805421853684
chaco,general donovan,la escondida,22056010,35,311,0,180,0,2,0,0,528,3.58351893845611
chaco,general donovan,la verde,22056020,10,142,0,58,305,2,0,0,517,2.3978952727983707
chaco,general donovan,lapachito,22056030,1,90,0,45,0,0,0,0,136,0.6931471805599453
chaco,general donovan,makallé,22056040,25,502,0,0,0,1,0,0,528,3.258096538021482
chaco,general güemes,el espinillo,22063010,0,0,0,0,0,1,0,0,1,0.0
chaco,general güemes,el sauzal,22063020,0,0,0,0,0,1,0,62,63,0.0
chaco,general güemes,el sauzalito,22063030,0,0,0,0,0,1,0,120,121,0.0
chaco,general güemes,fortín lavalle,22063040,0,0,0,0,0,0,0,36,36,0.0
chaco,general güemes,fuerte esperanza,22063050,0,0,0,8,0,1,0,0,9,0.0
chaco,general güemes,juan josé castelli,22063060,385,0,0,294,0,0,0,646,1325,5.955837369464831
chaco,general güemes,miraflores,22063070,0,0,0,0,0,0,0,712,712,0.0
chaco,general güemes,nueva pompeya,22063080,0,0,0,1,0,4,0,308,313,0.0
chaco,general güemes,villa río bermejito,22063100,3,0,0,194,0,2,0,222,421,1.3862943611198906
chaco,general güemes,wichi,22063110,0,0,0,0,0,1,0,91,92,0.0
chaco,independencia,avia terai,22070010,57,0,0,42,0,1,0,1,101,4.060443010546419
chaco,independencia,campo largo,22070020,88,0,0,482,3,0,0,0,573,4.48863636973214
chaco,libertad,laguna blanca,22077030,0,0,0,0,0,2,0,6,8,0.0
chaco,libertad,puerto tirol,22077040,395,1,0,375,0,0,0,73,844,5.981414211254481
chaco,libertad,colonia popular,22077010,0,0,0,0,0,0,0,5,5,0.0
chaco,libertador general san martín,ciervo petiso,22084010,0,0,0,0,46,1,0,0,47,0.0
chaco,libertador general san martín,general josé de san martín,22084020,94,315,0,5985,0,0,0,450,6844,4.553876891600541
chaco,libertador general san martín,la eduvigis,22084030,0,0,0,0,0,1,0,0,1,0.0
chaco,libertador general san martín,laguna limpia,22084040,0,0,0,0,0,0,0,81,81,0.0
chaco,libertador general san martín,pampa almirón,22084050,0,0,0,26,0,0,0,27,53,0.0
chaco,libertador general san martín,pampa del indio,22084060,0,0,0,25,0,2,0,515,542,0.0
chaco,libertador general san martín,presidencia roca,22084070,0,0,0,358,0,2,0,119,479,0.0
chaco,maipú,tres isletas,22091010,232,0,0,0,0,0,0,57,289,5.4510384535657
chaco,mayor luis j. fontana,coronel du graty,22098010,122,73,0,264,0,1,0,516,976,4.812184355372417
chaco,mayor luis j. fontana,enrique urién,22098020,0,0,0,37,0,0,0,0,37,0.0
chaco,mayor luis j. fontana,villa angela,22098030,782,5,0,5275,0,0,0,402,6464,6.663132695990803
chaco,o higgins,la clotilde,22112010,0,32,0,78,116,1,0,0,227,0.0
chaco,o higgins,la tigra,22112020,0,0,0,0,252,1,0,0,253,0.0
chaco,o higgins,san bernardo,22112030,147,0,0,14,38,3,0,0,202,4.997212273764115
chaco,otros,otros,Sin Datos,0,0,0,0,24,0,0,0,24,0.0
chaco,presidencia de la plaza,presidencia de la plaza,22119010,119,598,0,58,0,0,0,1,776,4.787491742782046
chaco,quitilipi,quitilipi,22133010,516,0,0,69,0,0,0,125,710,6.248042874508429
chaco,quitilipi,villa el palmar,22133020,0,0,0,0,0,0,0,99,99,0.0
chaco,san fernando,barranqueras,22140010,115,3773,0,147,0,0,0,15,4050,4.7535901911063645
chaco,san fernando,basail,22140020,64,67,0,0,0,1,0,57,189,4.174387269895637
chaco,san fernando,fontana,22140040,0,0,0,179,0,0,0,147,326,0.0
chaco,san fernando,otros,Sin Datos,0,0,0,0,0,3,0,0,3,0.0
chaco,san fernando,puerto vilelas,22140050,0,0,0,9,0,1,0,1,11,0.0
chaco,san fernando,resistencia,22140060,3645,52523,5,34439,10002,6,0,193,100813,8.201385955238608
chaco,san lorenzo,samuhú,22147010,0,0,0,0,0,1,0,0,1,0.0
chaco,san lorenzo,villa berthet,22147020,0,0,0,32,0,1,0,898,931,0.0
chaco,sargento cabral,capitán solari,22154010,0,0,0,81,0,0,0,30,111,0.0
chaco,sargento cabral,colonia elisa,22154020,0,0,0,0,0,2,0,0,2,0.0
chaco,sargento cabral,colonias unidas,22154030,0,0,0,320,0,0,0,15,335,0.0
chaco,sargento cabral,las garcitas,22154050,0,0,0,0,0,1,0,114,115,0.0
chaco,tapenagá,charadai,22161010,0,0,0,27,0,1,0,0,28,0.0
chubut,biedma,arroyo verde,26007010,0,0,0,0,0,1,0,0,1,0.0
chubut,biedma,puerto madryn,26007020,2850,25467,187,3783,5815,9,0,2756,40867,7.955425088912672
chubut,biedma,puerto pirámide,26007030,0,0,0,0,0,1,0,106,107,0.0
chubut,biedma,quinta el mirador,26007040,0,0,0,0,0,0,0,22,22,0.0
chubut,biedma,reserva area protegida el doradillo,26007050,0,0,0,0,0,0,0,127,127,0.0
chubut,cushamen,cholila,26014020,0,0,1,0,0,1,0,0,2,0.0
chubut,cushamen,el hoyo,26014040,139,0,0,685,0,0,0,673,1497,4.941642422609304
chubut,cushamen,epuyén,26014060,1184,0,0,0,0,0,0,0,1184,7.077498053569231
chubut,cushamen,gualjaina,26014070,0,0,0,0,0,2,0,0,2,0.0
chubut,cushamen,lago puelo,26014090,267,0,0,180,0,0,0,720,1167,5.5909869805108565
chubut,cushamen,leleque,26014100,0,0,0,0,0,2,0,0,2,0.0
chubut,escalante,comodoro rivadavia,26021030,11887,15539,234,9008,163,37,0,16630,53498,9.38328476695754
chubut,escalante,diadema argentina,26021040,0,0,0,0,0,0,0,328,328,0.0
chubut,escalante,rada tilly,26021050,910,0,33,1206,20,0,0,418,2587,6.814542897259958
chubut,escalante,acceso norte,26021020,0,0,0,0,0,47,0,49,96,0.0
chubut,florentino ameghino,camarones,26028010,0,0,0,0,0,1,0,208,209,0.0
chubut,florentino ameghino,garayalde,26028020,0,0,0,0,0,0,0,3,3,0.0
chubut,futaleufú,corcovado,26035020,0,0,1,0,0,2,0,0,3,0.0
chubut,futaleufú,esquel,26035030,3136,1711,38,1,1,3,0,4047,8937,8.051022208190679
chubut,futaleufú,los cipreses,26035050,0,0,0,0,0,2,0,0,2,0.0
chubut,futaleufú,trevelín,26035060,425,0,18,0,0,1,0,1075,1519,6.054439346269371
chubut,futaleufú,aldea escolar,26035010,0,0,0,0,0,2,0,0,2,0.0
chubut,gaiman,28 de julio,26042040,0,0,0,12,1,1,0,0,14,0.0
chubut,gaiman,dolavon,26042020,0,0,3,55,336,1,0,0,395,0.0
chubut,gaiman,gaiman,26042030,180,0,14,90,848,2,0,0,1134,5.198497031265826
chubut,gaiman,otros,Sin Datos,0,0,0,0,0,14,0,0,14,0.0
chubut,gastre,blancuntre,26049010,0,0,0,0,0,1,0,0,1,0.0
chubut,gastre,el escorial,26049020,0,0,0,0,0,1,0,0,1,0.0
chubut,gastre,lagunita salada,26049040,0,0,0,0,0,1,0,38,39,0.0
chubut,gastre,yala laubat,26049050,0,0,0,0,0,1,0,0,1,0.0
chubut,gastre,gastre,26049030,0,0,0,0,0,0,0,147,147,0.0
chubut,languiñeo,aldea epulef,26056010,0,0,0,0,0,1,0,8,9,0.0
chubut,languiñeo,carrenleufú,26056020,0,0,0,0,0,2,0,0,2,0.0
chubut,languiñeo,colan conhue,26056030,0,0,0,0,0,1,0,8,9,0.0
chubut,languiñeo,paso del sapo,26056040,0,0,0,0,0,1,0,88,89,0.0
chubut,languiñeo,tecka,26056050,0,0,0,0,0,1,0,0,1,0.0
chubut,mártires,el mirasol,26063010,0,0,0,0,0,1,0,0,1,0.0
chubut,mártires,las plumas,26063020,0,0,0,0,0,1,0,0,1,0.0
chubut,paso de indios,cerro cóndor,26070010,0,1,0,0,0,1,0,0,2,0.0
chubut,paso de indios,los altares,26070020,0,0,0,0,0,1,0,1,2,0.0
chubut,paso de indios,paso de indios,26070030,0,0,0,0,0,1,0,0,1,0.0
chubut,rawson,playa unión,26077020,536,202,11,101,0,0,0,421,1271,6.285998094508865
chubut,rawson,rawson,26077030,1418,8686,41,774,300,1,0,508,11728,7.257707677160043
chubut,rawson,trelew,26077040,1493,23892,274,9284,1421,2,0,1289,37655,7.309212365692763
chubut,rawson,playa magagna,26077010,0,1700,0,0,0,0,0,3,1703,0.0
chubut,río senguer,aldea apeleg,26084010,0,0,0,0,0,1,0,1,2,0.0
chubut,río senguer,aldea beleiro,26084020,0,0,0,0,0,1,0,0,1,0.0
chubut,río senguer,alto río senguer,26084030,0,0,1,0,0,3,0,1,5,0.0
chubut,río senguer,doctor ricardo rojas,26084040,0,0,0,0,0,1,0,0,1,0.0
chubut,río senguer,facundo,26084050,0,0,0,0,0,1,0,41,42,0.0
chubut,río senguer,lago blanco,26084060,0,0,0,0,0,1,0,0,1,0.0
chubut,río senguer,río mayo,26084070,140,0,0,4,0,2,0,621,767,4.948759890378168
chubut,sarmiento,buen pasto,26091010,0,0,0,0,0,1,0,0,1,0.0
chubut,sarmiento,sarmiento,26091020,1741,1,0,1173,0,1,0,270,3186,7.462789157412448
chubut,tehuelches,gobernador costa,26098020,0,0,1,0,0,0,0,0,1,0.0
chubut,tehuelches,josé de san martín,26098030,0,0,0,0,0,1,0,0,1,0.0
chubut,tehuelches,río pico,26098040,0,0,0,0,0,2,0,0,2,0.0
chubut,telsen,gan gan,26105010,0,0,0,0,1,1,0,156,158,0.0
chubut,telsen,telsen,26105020,0,18,0,0,0,4,0,104,126,0.0
cordoba,calamuchita,amboy,14007010,0,0,0,0,0,0,0,174,174,0.0
cordoba,calamuchita,cañada del sauce,14007030,1,0,0,0,0,0,0,0,1,0.6931471805599453
cordoba,calamuchita,capilla vieja,14007040,0,0,0,0,0,0,0,20,20,0.0
cordoba,calamuchita,el corcovado,14007050,52,0,0,0,0,0,0,30,82,3.970291913552122
cordoba,calamuchita,embalse,14007060,0,0,0,1538,0,1,0,1937,3476,0.0
cordoba,calamuchita,la cruz,14007070,9,0,0,0,0,0,0,394,403,2.302585092994046
cordoba,calamuchita,la cumbrecita,14007080,0,0,0,0,0,0,0,250,250,0.0
cordoba,calamuchita,las bajadas,14007090,0,0,0,0,0,0,0,27,27,0.0
cordoba,calamuchita,los cóndores,14007110,423,0,0,0,0,1,0,511,935,6.049733455231958
cordoba,calamuchita,los molinos,14007120,0,0,0,0,0,0,0,50,50,0.0
cordoba,calamuchita,los reartes,14007130,24,0,0,547,0,1,0,622,1194,3.2188758248682006
cordoba,calamuchita,san agustín,14007180,110,0,0,0,0,0,0,1,111,4.709530201312334
cordoba,calamuchita,san ignacio (loteo san javier),14007190,0,0,0,0,0,0,0,19,19,0.0
cordoba,calamuchita,santa rosa de calamuchita,14007210,668,1805,0,279,0,0,0,3438,6190,6.505784060128229
cordoba,calamuchita,villa alpina,14007240,0,0,0,0,0,0,0,5,5,0.0
cordoba,calamuchita,villa amancay,14007250,0,0,0,0,0,0,0,229,229,0.0
cordoba,calamuchita,villa berna,14007260,32,0,0,0,0,0,0,15,47,3.4965075614664802
cordoba,calamuchita,villa ciudad parque los reartes (1a. sección),14007270,0,0,0,0,0,0,0,253,253,0.0
cordoba,calamuchita,villa del dique,14007290,555,0,0,256,128,0,0,968,1907,6.320768294250582
cordoba,calamuchita,villa general belgrano,14007310,0,254,0,0,1,1,0,1257,1513,0.0
cordoba,calamuchita,villa quillinzo,14007330,0,0,0,0,0,0,0,141,141,0.0
cordoba,calamuchita,villa rumipal,14007340,0,0,0,46,0,0,0,980,1026,0.0
cordoba,calamuchita,villa san miguel,14007170,0,0,0,0,0,0,0,5,5,0.0
cordoba,calamuchita,villa yacanto,14007360,0,0,0,0,0,0,0,135,135,0.0
cordoba,calamuchita,las caleras,14007100,0,0,0,0,0,0,0,7,7,0.0
cordoba,calamuchita,segunda usina,14007220,0,0,0,0,0,0,0,69,69,0.0
cordoba,calamuchita,río de los sauces,14007170,0,0,0,0,0,0,0,2,2,0.0
cordoba,calamuchita,villa ciudad parque los reartes,14007170,0,497,0,0,0,0,0,160,657,0.0
cordoba,calamuchita,santa monica,14007170,0,0,0,0,0,0,0,106,106,0.0
cordoba,calamuchita,san ignacio (loteo vélez crespo),14007170,0,0,0,0,0,0,0,9,9,0.0
cordoba,capital,córdoba,14014010,28677,206084,42,281390,1218,11,0,4356,521778,10.263885557274984
cordoba,capital,otros,Sin Datos,0,0,0,0,0,0,0,695,695,0.0
cordoba,colón,agua de oro,14021010,370,0,0,65,0,0,0,65,500,5.916202062607435
cordoba,colón,ascochinga,14021020,117,0,0,1,0,0,0,0,118,4.770684624465665
cordoba,colón,colonia caroya,14021050,720,578,0,6933,0,0,0,41,8272,6.580639137284949
cordoba,colón,el manzano,14021110,125,0,0,0,0,0,0,20,145,4.836281906951478
cordoba,colón,general paz,14021130,152,0,0,0,0,0,0,0,152,5.030437921392435
cordoba,colón,jesús maría,14021140,769,3926,0,7439,0,0,0,19,12153,6.646390514847729
cordoba,colón,la calera,14021150,1055,7664,0,963,316,1,0,496,10495,6.962243464266207
cordoba,colón,la granja,14021160,386,0,0,0,0,0,0,26,412,5.958424693029782
cordoba,colón,los molles,14021180,0,0,0,0,0,2,0,0,2,0.0
cordoba,colón,malvinas argentinas,14021190,347,0,0,0,0,0,0,229,576,5.8522024797744745
cordoba,colón,mendiolaza,14021200,810,3064,0,782,2,0,0,195,4853,6.698268054115413
cordoba,colón,otros,Sin Datos,0,0,0,0,0,0,0,287,287,0.0
cordoba,colón,pajas blancas,14021220,0,0,0,0,0,0,0,19,19,0.0
cordoba,colón,río ceballos,14021230,1057,6364,0,16,1,1,0,444,7883,6.964135612418245
cordoba,colón,saldán,14021240,11,3904,0,29,0,0,0,270,4214,2.4849066497880004
cordoba,colón,salsipuedes,14021250,891,568,0,505,0,1,0,387,2352,6.79346613258001
cordoba,colón,unquillo,14021280,1991,963,0,1032,0,0,0,603,4589,7.596894438144544
cordoba,colón,villa allende,14021290,1,7320,0,1532,5,0,0,345,9203,0.6931471805599453
cordoba,colón,villa cerro azul,14021300,75,0,0,0,0,0,0,20,95,4.330733340286331
cordoba,colón,villa el fachinal,14021310,594,0,0,0,0,1,0,0,595,6.38856140554563
cordoba,colón,villa los llanos,14021320,256,0,0,499,0,0,0,360,1115,5.54907608489522
cordoba,colón,mi granja,14021210,0,0,0,4,0,0,0,0,4,0.0
cordoba,cruz del eje,alto de los quebrachos,14028010,0,0,0,0,6,0,0,1,7,0.0
cordoba,cruz del eje,bañado de soto,14028020,0,0,0,0,0,0,0,8,8,0.0
cordoba,cruz del eje,cruz de caña,14028040,0,0,0,0,0,0,0,2,2,0.0
cordoba,cruz del eje,cruz del eje,14028050,801,1733,0,4,0,0,0,575,3113,6.687108607866515
cordoba,cruz del eje,el brete,14028060,0,0,0,1,0,0,0,65,66,0.0
cordoba,cruz del eje,guanaco muerto,14028080,0,0,0,0,0,0,0,17,17,0.0
cordoba,cruz del eje,la banda,14028090,0,0,0,0,0,1,0,0,1,0.0
cordoba,cruz del eje,la batea,14028100,0,0,0,0,0,0,0,1,1,0.0
cordoba,cruz del eje,la higuera,14028110,6,0,0,0,0,0,0,2,8,1.9459101490553132
cordoba,cruz del eje,las playas,14028130,0,0,0,1,0,0,0,176,177,0.0
cordoba,cruz del eje,los chañaritos,14028140,0,0,0,1,0,0,0,9,10,0.0
cordoba,cruz del eje,media naranja,14028150,0,0,0,0,0,0,0,60,60,0.0
cordoba,cruz del eje,paso viejo,14028160,63,0,0,0,0,0,0,54,117,4.1588830833596715
cordoba,cruz del eje,san marcos sierra,14028170,0,16,0,585,0,0,0,180,781,0.0
cordoba,cruz del eje,serrezuela,14028180,87,0,0,10,0,0,0,2,99,4.477336814478207
cordoba,cruz del eje,tuclame,14028190,0,0,0,0,0,0,0,13,13,0.0
cordoba,cruz del eje,villa de soto,14028200,347,0,0,495,0,2,0,318,1162,5.8522024797744745
cordoba,cruz del eje,canteras quilpo,14028030,0,0,0,0,0,0,0,2,2,0.0
cordoba,general roca,del campillo,14035010,608,0,0,678,0,1,0,0,1287,6.411818267709897
cordoba,general roca,hipólito bouchard,14035030,0,0,0,0,0,1,0,0,1,0.0
cordoba,general roca,huinca renancó,14035040,572,0,0,1296,0,0,0,1097,2965,6.35088571671474
cordoba,general roca,italó,14035050,0,0,0,0,171,0,0,0,171,0.0
